ticker,trade_date,market_regime,open,high,low,close,volume,avg_volume_20,volume_ratio,close_pos,prior_high_60,breakout_next_not_low_open,breakout_next_low_open,ret_10d_net,ret_20d_net,overhead_supply_layer,breakout_strength_pct,pre_rank_score,intraday_rows,intraday_strong_attack,below_open_after_1130,intraday_attack_failure,intraday_close_pos,intraday_return_pct,scanner_score,rank_in_date
2357,2026-05-06,bull,598.0,634.0,596.0,629.0,8876828,3760771.0,2.3603745083122583,0.868421052631579,619.0,True,False,,,49.0,1.6155088852988664,77.0,,,,,,,77.0,16
3707,2026-05-05,bull,69.7,75.5,69.6,75.5,29648305,11344786.95,2.613385789496911,1.0,72.8,True,False,,,0.0,3.708791208791218,93.0,253.0,True,False,False,1.0,8.321,100.0,1
6274,2026-05-05,bull,1140.0,1220.0,1125.0,1220.0,13565657,8133562.5,1.667861653488247,1.0,1110.0,True,False,,,0.0,9.90990990990992,93.0,258.0,True,False,False,1.0,7.018,100.0,2
2855,2026-05-05,bull,37.6,39.35,37.6,39.1,12656977,6980835.8,1.8131033822626226,0.8571428571428571,37.6,True,False,,,0.0,3.9893617021276695,93.0,265.0,True,False,False,0.857,3.989,100.0,3
2417,2026-05-05,bull,56.0,56.9,52.5,56.9,10351663,2163654.0,4.784343060396902,1.0,51.8,True,False,,,0.0,9.845559845559858,93.0,191.0,True,False,False,1.0,1.607,100.0,4
3550,2026-05-05,bull,21.1,23.5,21.1,23.5,9625894,3747979.6,2.568288792180192,1.0,22.7,True,False,,,0.0,3.524229074889873,93.0,225.0,True,False,False,1.0,11.374,100.0,5
2465,2026-05-05,bull,81.4,89.5,81.4,89.5,8479160,2350004.5,3.6081462822730765,1.0,81.4,True,False,,,0.0,9.950859950859936,93.0,243.0,True,False,False,1.0,9.951,100.0,6
3532,2026-05-05,bull,209.5,228.0,207.0,228.0,7926989,3551617.05,2.2319379844175486,1.0,207.5,True,False,,,0.0,9.879518072289152,93.0,152.0,True,False,False,1.0,8.831,100.0,7
8040,2026-05-05,bull,78.6,81.8,78.3,81.8,7716130,2039973.4,3.782465987056498,1.0,77.6,True,False,,,0.0,5.4123711340206215,93.0,139.0,True,False,False,1.0,4.071,100.0,8
4991,2026-05-05,bull,690.0,744.0,682.0,744.0,5630971,2599449.05,2.1662171066595826,1.0,731.0,True,False,,,0.0,1.7783857729138264,93.0,159.0,True,False,False,1.0,7.826,100.0,9
1595,2026-05-05,bull,75.5,84.7,75.2,84.7,5480272,3257368.05,1.6824233294730082,1.0,80.0,True,False,,,0.0,5.875000000000008,93.0,160.0,True,False,False,1.0,12.185,100.0,10
6435,2026-05-05,bull,197.0,216.5,196.0,215.0,1800981,1164070.35,1.5471410297496193,0.926829268292683,201.5,True,False,,,0.0,6.699751861042191,93.0,208.0,True,False,False,0.927,9.137,100.0,11
2342,2026-05-05,bull,37.65,39.7,37.65,39.7,7017435,2498618.75,2.8085257104550263,1.0,36.6,True,False,,,2.0,8.469945355191255,85.0,197.0,True,False,False,1.0,5.445,99.0,12
6488,2026-05-05,bull,615.0,666.0,615.0,666.0,16328597,8577604.8,1.903631302761815,1.0,633.0,False,True,,,0.0,5.213270142180093,83.0,265.0,True,False,False,1.0,8.293,97.0,13
4541,2026-05-05,bull,47.85,51.8,47.3,51.7,3000334,1321283.0,2.27077318031035,0.9777777777777791,50.4,True,False,,,8.0,2.5793650793650924,77.0,242.0,True,False,False,0.978,8.046,91.0,14
3022,2026-05-05,bull,71.0,75.7,70.8,75.0,2784107,1008803.8,2.7598101831099364,0.8571428571428568,72.6,True,False,,,19.0,3.3057851239669533,77.0,213.0,True,False,False,0.857,5.634,87.0,15
4526,2026-05-05,bull,37.1,40.8,37.1,40.3,27541998,6797933.6,4.051525010482598,0.8648648648648647,39.5,False,True,,,4.0,2.025316455696191,67.0,,,,,,,67.0,16
2486,2026-05-04,bull,280.0,297.5,279.0,297.5,16433973,10441761.25,1.5738698296707367,1.0,278.0,True,False,,,0.0,7.014388489208634,93.0,211.0,True,False,False,1.0,6.25,100.0,1
2855,2026-05-04,bull,35.85,37.6,35.65,37.55,10983622,6604047.25,1.663165265814838,0.9743589743589722,36.6,True,False,,,0.0,2.595628415300544,93.0,253.0,True,False,False,0.974,4.742,100.0,2
3498,2026-05-04,bull,92.0,96.4,89.0,96.4,7723983,4126560.6,1.8717725846556088,1.0,91.9,True,False,,,0.0,4.896626768226331,93.0,140.0,True,False,False,1.0,4.783,100.0,3
2465,2026-05-04,bull,76.1,81.4,75.0,81.4,6841042,2017335.15,3.3911281424903543,1.0,75.0,True,False,,,0.0,8.53333333333335,93.0,209.0,True,False,False,1.0,6.965,100.0,4
3580,2026-05-04,bull,90.0,94.4,87.8,94.4,3063026,1577610.05,1.9415609072723643,1.0,89.1,True,False,,,0.0,5.948372615039288,93.0,149.0,True,False,False,1.0,4.889,100.0,5
6414,2026-05-04,bull,323.0,334.5,323.0,334.0,2405527,1602629.5,1.5009875956981948,0.9565217391304348,326.0,True,False,,,0.0,2.4539877300613577,93.0,224.0,True,False,False,0.957,3.406,100.0,6
2395,2026-05-04,bull,369.0,395.0,364.5,395.0,8477702,2815556.15,3.0110221740738505,1.0,376.5,False,True,,,0.0,4.913678618857897,83.0,260.0,True,False,False,1.0,7.046,97.0,7
6166,2026-05-04,bull,77.6,82.5,77.1,82.3,4452902,1639227.75,2.7164632858368827,0.9629629629629625,81.0,False,True,,,0.0,1.6049382716049276,83.0,231.0,True,False,False,0.963,6.057,97.0,8
3526,2026-05-04,bull,350.0,363.0,350.0,363.0,2318517,1024486.6,2.2631013426627544,1.0,334.5,False,True,,,0.0,8.520179372197312,83.0,169.0,True,False,False,1.0,3.714,97.0,9
4576,2026-04-30,bull,198.0,222.0,193.5,222.0,10276060,4234116.0,2.4269670457776784,1.0,215.0,True,False,,,0.0,3.2558139534883734,93.0,212.0,True,False,False,1.0,12.121,100.0,1
6207,2026-04-30,bull,59.2,64.6,58.7,64.5,14952808,2543613.0,5.878570364281044,0.983050847457628,63.2,True,False,,,3.0,2.0569620253164445,85.0,266.0,True,False,False,0.983,8.953,99.0,2
2417,2026-04-30,bull,47.1,47.15,44.7,47.15,11980273,1242248.15,9.644025632076813,1.0,43.5,True,False,,,2.0,8.390804597701141,85.0,245.0,True,True,False,1.0,0.106,89.0,3
2464,2026-04-28,bull,95.6,106.5,93.8,106.5,31112681,10901056.45,2.8540977787524437,1.0,100.5,True,False,,,0.0,5.970149253731338,93.0,246.0,True,False,False,1.0,11.402,100.0,1
6405,2026-04-28,bull,38.3,42.1,36.0,42.1,6822437,1691911.45,4.032384200721616,1.0,40.5,True,False,,,0.0,3.9506172839506304,93.0,183.0,True,False,False,1.0,9.922,100.0,2
4958,2026-04-28,bull,362.0,394.0,354.0,394.0,75673830,48556666.4,1.5584642771110828,1.0,378.5,False,True,,,0.0,4.095112285336855,83.0,265.0,True,False,False,1.0,8.84,97.0,3
3605,2026-04-28,bull,76.8,84.1,75.5,83.6,25016004,4925633.55,5.078738348288212,0.9418604651162791,78.5,False,True,,,1.0,6.496815286624202,83.0,265.0,True,False,False,0.942,8.854,97.0,4
8103,2026-04-28,bull,122.5,128.0,120.0,128.0,10241784,2538011.1,4.035358237794941,1.0,116.5,False,True,,,0.0,9.871244635193133,83.0,216.0,True,False,False,1.0,4.49,97.0,5
2243,2026-04-28,bull,25.0,27.4,25.0,27.4,3411621,1451405.1,2.350564291113487,1.0,26.2,False,True,,,0.0,4.580152671755733,83.0,193.0,True,False,False,1.0,9.6,97.0,6
5483,2026-04-27,bull,140.0,143.0,139.0,143.0,31950166,11502967.6,2.777558549326002,1.0,141.0,True,False,,,0.0,1.4184397163120588,87.0,245.0,True,False,False,1.0,2.143,100.0,1
8103,2026-04-27,bull,106.5,116.5,101.0,116.5,6729023,2252686.8,2.987109881409169,1.0,111.0,True,False,,,0.0,4.954954954954949,93.0,243.0,True,False,False,1.0,9.39,100.0,2
4927,2026-04-27,bull,53.8,58.6,53.7,58.6,48691111,18436525.55,2.6410133985359296,1.0,57.5,False,True,,,0.0,1.9130434782608674,83.0,265.0,True,False,False,1.0,8.922,97.0,3
3374,2026-04-27,bull,217.5,218.0,213.5,218.0,19926653,7573989.6,2.6309321840103927,1.0,203.5,True,False,,,0.0,7.125307125307123,93.0,255.0,False,False,False,1.0,0.23,97.0,4
6435,2026-04-27,bull,197.0,200.5,193.5,200.5,2304352,951506.0,2.4217945026095475,1.0,198.5,False,True,,,0.0,1.0075566750629816,77.0,174.0,False,False,True,1.0,1.777,71.0,5
3189,2026-04-24,bull,499.0,526.0,498.5,526.0,57209204,24777593.3,2.308908831754858,1.0,509.0,True,False,-0.0846045787545788,,0.0,3.3398821218074692,93.0,264.0,True,False,False,1.0,5.411,100.0,1
2454,2026-04-24,bull,2340.0,2435.0,2330.0,2435.0,22985015,13178774.05,1.7440935638470862,1.0,2335.0,True,False,0.5650002024291497,,0.0,4.282655246252687,93.0,266.0,True,False,False,1.0,4.06,100.0,2
2855,2026-04-24,bull,34.65,35.35,34.25,35.25,16783159,5689989.1,2.9495942268149515,0.909090909090908,34.65,True,False,0.2216780898876404,,0.0,1.7316017316017396,93.0,262.0,True,False,False,0.909,1.732,100.0,3
3209,2026-04-24,bull,50.3,54.5,50.1,54.5,13248712,3635409.05,3.6443524835258914,1.0,51.9,True,False,0.08620776173285197,,0.0,5.009633911368017,93.0,263.0,True,False,False,1.0,8.35,100.0,4
4720,2026-04-24,bull,26.6,27.35,26.6,27.35,12006332,7146755.65,1.679969567729659,1.0,27.0,True,False,-0.09434557522123896,,0.0,1.2962962962963065,87.0,183.0,True,False,False,1.0,2.82,100.0,5
3390,2026-04-24,bull,27.85,28.75,27.7,28.75,9527967,911968.9,10.44768851218501,1.0,28.1,True,False,-0.061972448979591845,,0.0,2.313167259786475,93.0,183.0,True,False,False,1.0,3.232,100.0,6
6658,2026-04-24,bull,103.0,110.5,102.5,110.5,8773691,2215839.9,3.959532906686986,1.0,100.5,True,False,0.4468248971193415,,0.0,9.950248756218905,93.0,245.0,True,False,True,1.0,7.282,97.0,7
8210,2026-04-24,bull,1165.0,1210.0,1130.0,1210.0,5363957,3309046.0,1.6209980157423016,1.0,1145.0,True,False,0.19030384615384613,,0.0,5.676855895196509,93.0,195.0,True,False,True,1.0,3.863,97.0,8
6190,2026-04-24,bull,70.0,75.0,65.7,74.5,36805735,14347434.7,2.5653181749626643,0.9462365591397849,71.9,False,True,0.08444649595687329,,0.0,3.616133518776077,83.0,265.0,True,True,False,0.946,6.429,87.0,9
6789,2026-04-24,bull,546.0,566.0,532.0,566.0,19370855,7040932.8,2.751177372407247,1.0,538.0,True,False,0.018040784982935064,,0.0,5.2044609665427455,93.0,262.0,False,False,True,1.0,3.663,87.0,10
1595,2026-04-24,bull,65.8,66.6,60.8,66.6,6556805,1453237.15,4.511861673781186,1.0,60.6,True,False,0.31577921348314597,,0.0,9.900990099009888,93.0,143.0,False,False,True,1.0,1.216,87.0,11
6669,2026-04-24,bull,4335.0,4675.0,4320.0,4635.0,5019268,2068779.8,2.426197316891822,0.8873239436619719,4480.0,True,False,0.06643915662650604,,7.0,3.459821428571419,77.0,262.0,True,False,False,0.887,6.92,87.0,12
7711,2026-04-24,bull,391.5,409.0,381.5,405.0,4762106,846989.55,5.622390500567569,0.8545454545454545,372.0,True,False,0.012309806295399593,,20.0,8.870967741935477,77.0,248.0,True,False,False,0.855,3.448,87.0,13
3228,2026-04-24,bull,211.5,220.5,201.5,218.5,3132652,837656.7,3.73978027036613,0.8947368421052632,201.5,False,True,0.1279528169014085,,0.0,8.436724565756816,83.0,230.0,False,False,True,0.895,3.31,73.0,14
2474,2026-04-23,bull,220.0,231.5,218.0,231.5,17155472,3431987.45,4.998698931722492,1.0,227.0,True,False,-0.12978162393162393,,0.0,1.982378854625555,93.0,265.0,True,False,False,1.0,5.227,100.0,1
6290,2026-04-23,bull,285.5,306.5,276.5,306.5,27033241,7698234.9,3.511615500327224,1.0,281.0,True,False,-0.13771813186813184,,0.0,9.074733096085419,93.0,266.0,True,True,False,1.0,7.356,97.0,2
