ticker,trade_date,score,hit_strategies
3045,2026-05-14,2,"M7,M9"
3046,2026-05-06,2,"M7,M9"
3046,2026-05-07,2,"M7,M9"
3046,2026-05-08,2,"M7,M9"
3046,2026-05-11,2,"M7,M9"
3114,2026-05-14,2,"M7,M9"
3118,2026-05-08,2,"M7,M9"
3118,2026-05-14,2,"M7,M9"
3130,2026-05-13,2,"M7,M9"
3130,2026-05-14,2,"M7,M9"
3213,2026-05-05,2,"M7,M9"
3213,2026-05-06,2,"M7,M9"
3213,2026-05-07,2,"M7,M9"
3285,2026-05-05,2,"M7,M9"
3287,2026-05-12,2,"M7,M9"
3303,2026-05-04,2,"M7,M9"
3311,2026-05-12,2,"M7,M9"
3360,2026-05-11,2,"M7,M9"
3426,2026-05-05,2,"M7,M9"
3426,2026-05-06,2,"M7,M9"
3426,2026-05-07,2,"M7,M9"
3426,2026-05-08,2,"M7,M9"
3426,2026-05-11,2,"M7,M9"
3426,2026-05-12,2,"M7,M9"
3426,2026-05-13,2,"M7,M9"
3426,2026-05-14,2,"M7,M9"
3426,2026-05-15,2,"M7,M9"
3558,2026-05-15,2,"M7,M9"
3570,2026-05-11,2,"M7,M9"
3622,2026-05-07,2,"M7,M9"
3622,2026-05-11,2,"M7,M9"
3666,2026-05-04,2,"M7,M9"
3705,2026-05-15,2,"M7,M9"
3716,2026-05-06,2,"M7,M9"
3716,2026-05-07,2,"M7,M9"
3716,2026-05-08,2,"M7,M9"
4105,2026-05-08,2,"M7,M9"
4105,2026-05-13,2,"M7,M9"
4105,2026-05-14,2,"M7,M9"
4106,2026-05-13,2,"M7,M9"
4107,2026-05-11,2,"M7,M9"
4111,2026-05-06,2,"M7,M9"
4111,2026-05-07,2,"M7,M9"
4111,2026-05-08,2,"M7,M9"
4131,2026-05-06,2,"M7,M9"
4155,2026-05-13,2,"M7,M9"
4168,2026-05-15,2,"M7,M9"
4432,2026-05-13,2,"M7,M9"
4433,2026-05-15,2,"M7,M9"
4438,2026-05-07,2,"M7,M9"
4440,2026-05-13,2,"M7,M9"
4440,2026-05-14,2,"M7,M9"
4441,2026-05-11,2,"M7,M9"
4502,2026-05-05,2,"M7,M9"
4502,2026-05-06,2,"M7,M9"
4502,2026-05-07,2,"M7,M9"
4502,2026-05-08,2,"M7,M9"
4523,2026-05-05,2,"M7,M9"
4527,2026-05-12,2,"M7,M9"
4550,2026-05-15,2,"M7,M9"
4554,2026-05-08,2,"M7,M9"
4554,2026-05-11,2,"M7,M9"
4554,2026-05-12,2,"M7,M9"
4570,2026-05-04,2,"M7,M9"
4570,2026-05-05,2,"M7,M9"
4570,2026-05-06,2,"M7,M9"
4570,2026-05-07,2,"M7,M9"
4572,2026-05-04,2,"M7,M9"
4572,2026-05-05,2,"M7,M9"
4572,2026-05-06,2,"M7,M9"
4580,2026-05-04,2,"M7,M9"
4580,2026-05-05,2,"M7,M9"
4580,2026-05-14,2,"M7,M9"
4581,2026-05-11,2,"M7,M9"
4729,2026-05-08,2,"M7,M9"
4729,2026-05-11,2,"M7,M9"
4735,2026-05-13,2,"M7,M9"
4735,2026-05-15,2,"M7,M9"
4736,2026-05-06,2,"M7,M9"
4743,2026-05-05,2,"M7,M9"
4746,2026-05-05,2,"M7,M9"
4747,2026-05-13,2,"M7,M9"
4747,2026-05-14,2,"M7,M9"
4754,2026-05-12,2,"M7,M9"
4754,2026-05-13,2,"M7,M9"
4754,2026-05-14,2,"M7,M9"
4754,2026-05-15,2,"M7,M9"
4904,2026-05-15,2,"M7,M9"
4974,2026-05-06,2,"M7,M9"
4974,2026-05-11,2,"M7,M9"
4974,2026-05-15,2,"M7,M9"
4987,2026-05-14,2,"M7,M9"
4987,2026-05-15,2,"M7,M9"
4995,2026-05-04,2,"M7,M9"
4995,2026-05-06,2,"M7,M9"
4995,2026-05-07,2,"M7,M9"
5014,2026-05-11,2,"M7,M9"
5203,2026-05-04,2,"M7,M9"
5203,2026-05-05,2,"M7,M9"
5215,2026-05-07,2,"M7,M9"
5215,2026-05-12,2,"M7,M9"
5220,2026-05-14,2,"M7,M9"
5263,2026-05-04,2,"M7,M9"
5263,2026-05-05,2,"M7,M9"
5278,2026-05-13,2,"M7,M9"
5306,2026-05-15,2,"M7,M9"
5438,2026-05-05,2,"M7,M9"
5438,2026-05-06,2,"M7,M9"
5438,2026-05-07,2,"M7,M9"
5488,2026-05-14,2,"M7,M9"
5511,2026-05-12,2,"M7,M9"
5511,2026-05-13,2,"M7,M9"
5511,2026-05-14,2,"M7,M9"
5511,2026-05-15,2,"M7,M9"
5522,2026-05-11,2,"M7,M9"
5530,2026-05-12,2,"M7,M9"
5538,2026-05-14,2,"M7,M9"
5607,2026-05-08,2,"M7,M9"
5609,2026-05-14,2,"M7,M9"
5863,2026-05-04,2,"M7,M9"
5876,2026-05-12,2,"M7,M9"
5876,2026-05-13,2,"M7,M9"
5876,2026-05-14,2,"M7,M9"
6005,2026-05-05,2,"M7,M9"
6005,2026-05-06,2,"M7,M9"
6005,2026-05-07,2,"M7,M9"
6020,2026-05-07,2,"M7,M9"
6020,2026-05-08,2,"M7,M9"
6023,2026-05-04,2,"M7,M9"
6023,2026-05-05,2,"M7,M9"
6023,2026-05-06,2,"M7,M9"
6023,2026-05-07,2,"M7,M9"
6024,2026-05-06,2,"M7,M9"
6024,2026-05-07,2,"M7,M9"
6024,2026-05-08,2,"M7,M9"
6024,2026-05-11,2,"M7,M9"
6026,2026-05-04,2,"M7,M9"
6026,2026-05-05,2,"M7,M9"
6026,2026-05-06,2,"M7,M9"
6109,2026-05-07,2,"M7,M9"
6109,2026-05-08,2,"M7,M9"
6121,2026-05-08,2,"M7,M9"
6123,2026-05-04,2,"M7,M9"
6123,2026-05-05,2,"M7,M9"
6123,2026-05-06,2,"M7,M9"
6123,2026-05-07,2,"M7,M9"
6161,2026-05-05,2,"M7,M9"
6170,2026-05-04,2,"M7,M9"
6170,2026-05-05,2,"M7,M9"
6177,2026-05-11,2,"M7,M9"
6177,2026-05-12,2,"M7,M9"
6189,2026-05-04,2,"M7,M9"
6189,2026-05-05,2,"M7,M9"
6195,2026-05-12,2,"M7,M9"
6203,2026-05-04,2,"M7,M9"
6222,2026-05-04,2,"M7,M9"
6416,2026-05-04,2,"M7,M9"
6416,2026-05-05,2,"M7,M9"
6416,2026-05-14,2,"M7,M9"
6464,2026-05-15,2,"M7,M9"
6477,2026-05-07,2,"M7,M9"
6491,2026-05-15,2,"M7,M9"
6556,2026-05-04,2,"M7,M9"
6556,2026-05-05,2,"M7,M9"
6556,2026-05-06,2,"M7,M9"
6570,2026-05-05,2,"M7,M9"
6577,2026-05-05,2,"M7,M9"
6577,2026-05-06,2,"M7,M9"
6577,2026-05-07,2,"M7,M9"
6579,2026-05-04,2,"M7,M9"
6581,2026-05-06,2,"M7,M9"
6581,2026-05-07,2,"M7,M9"
6581,2026-05-08,2,"M7,M9"
6595,2026-05-06,2,"M7,M9"
6598,2026-05-06,2,"M7,M9"
6598,2026-05-12,2,"M7,M9"
6598,2026-05-13,2,"M7,M9"
6605,2026-05-13,2,"M7,M9"
6606,2026-05-07,2,"M7,M9"
6606,2026-05-08,2,"M7,M9"
6616,2026-05-07,2,"M7,M9"
6637,2026-05-07,2,"M7,M9"
6641,2026-05-06,2,"M7,M9"
6654,2026-05-13,2,"M7,M9"
6654,2026-05-14,2,"M7,M9"
6670,2026-05-12,2,"M7,M9"
6698,2026-05-08,2,"M7,M9"
6703,2026-05-11,2,"M7,M9"
6722,2026-05-08,2,"M7,M9"
6741,2026-05-04,2,"M7,M9"
6741,2026-05-06,2,"M7,M9"
6741,2026-05-13,2,"M7,M9"
6751,2026-05-05,2,"M7,M9"
6794,2026-05-06,2,"M7,M9"
6811,2026-05-04,2,"M7,M9"
6811,2026-05-05,2,"M7,M9"
6841,2026-05-04,2,"M7,M9"
6841,2026-05-05,2,"M7,M9"
6841,2026-05-07,2,"M7,M9"
6841,2026-05-08,2,"M7,M9"
6844,2026-05-15,2,"M7,M9"
6873,2026-05-11,2,"M7,M9"
6899,2026-05-12,2,"M7,M9"
6961,2026-05-05,2,"M7,M9"
6961,2026-05-06,2,"M7,M9"
6961,2026-05-07,2,"M7,M9"
6961,2026-05-08,2,"M7,M9"
7715,2026-05-13,2,"M7,M9"
7715,2026-05-14,2,"M7,M9"
7756,2026-05-14,2,"M7,M9"
7762,2026-05-14,2,"M7,M9"
7765,2026-05-06,2,"M7,M9"
7798,2026-05-15,2,"M7,M9"
7814,2026-05-11,2,"M7,M9"
7839,2026-05-12,2,"M7,M9"
7867,2026-05-04,2,"M7,M9"
7867,2026-05-05,2,"M7,M9"
7867,2026-05-06,2,"M7,M9"
7867,2026-05-07,2,"M7,M9"
7867,2026-05-08,2,"M7,M9"
7867,2026-05-11,2,"M7,M9"
7867,2026-05-13,2,"M7,M9"
7867,2026-05-14,2,"M7,M9"
7867,2026-05-15,2,"M7,M9"
7881,2026-05-06,2,"M7,M9"
8049,2026-05-12,2,"M7,M9"
8049,2026-05-14,2,"M7,M9"
8050,2026-05-05,2,"M7,M9"
8076,2026-05-11,2,"M7,M9"
8083,2026-05-04,2,"M7,M9"
8083,2026-05-05,2,"M7,M9"
8163,2026-05-08,2,"M7,M9"
8249,2026-05-05,2,"M7,M9"
8249,2026-05-11,2,"M7,M9"
8272,2026-05-08,2,"M7,M9"
8284,2026-05-08,2,"M7,M9"
8341,2026-05-15,2,"M7,M9"
8411,2026-05-13,2,"M7,M9"
8415,2026-05-08,2,"M7,M9"
8415,2026-05-11,2,"M7,M9"
8415,2026-05-12,2,"M7,M9"
8415,2026-05-14,2,"M7,M9"
8415,2026-05-15,2,"M7,M9"
8416,2026-05-11,2,"M7,M9"
8416,2026-05-12,2,"M7,M9"
8454,2026-05-07,2,"M7,M9"
8477,2026-05-04,2,"M7,M9"
8477,2026-05-06,2,"M7,M9"
8477,2026-05-11,2,"M7,M9"
8926,2026-05-05,2,"M7,M9"
8926,2026-05-08,2,"M7,M9"
8931,2026-05-13,2,"M7,M9"
8935,2026-05-15,2,"M7,M9"
8936,2026-05-07,2,"M7,M9"
9802,2026-05-07,2,"M7,M9"
9912,2026-05-04,2,"M7,M9"
9912,2026-05-05,2,"M7,M9"
9921,2026-05-12,2,"M7,M9"
9934,2026-05-11,2,"M7,M9"
9939,2026-05-11,2,"M7,M9"
9942,2026-05-05,2,"M7,M9"
9942,2026-05-06,2,"M7,M9"
9942,2026-05-07,2,"M7,M9"
9942,2026-05-08,2,"M7,M9"
9944,2026-05-11,2,"M7,M9"
9944,2026-05-12,2,"M7,M9"
9944,2026-05-14,2,"M7,M9"
9958,2026-05-14,2,"M7,M9"
