analysis_variant,ticker,trade_date,market_regime,close_pos,ret_5d_past,volume_ratio,reclaim_pct,close_vs_ma20_pct,ret_10d_net_actual,ret_20d_net_actual
tradable_next_close_confirm,6550,2026-03-23,range,0.5348837209302323,-0.09216589861751157,0.8179040415104901,0.007672634271099765,-0.2910481331533964,-0.08091053268765122,-0.1487071428571428
tradable_next_close_confirm,6885,2026-03-04,range,0.29999999999999716,-0.08566433566433573,1.5984685065099506,0.005769230769230749,-0.05305087814593523,-0.08013571428571428,-0.05156428571428571
tradable_next_close_confirm,3437,2025-11-05,range,0.8749999999999983,-0.09463722397476337,0.7737197380067614,0.0,-0.07344632768361592,-0.07902073170731702,-0.012818641114982522
tradable_next_close_confirm,2377,2025-08-26,bull,0.5714285714285714,-0.07560137457044669,1.1439400528170258,0.0074906367041198685,-0.06904308703928008,-0.07884270072992702,-0.15183540145985405
tradable_next_close_confirm,5314,2026-03-13,bull,0.9565217391304373,-0.0764411027568922,0.5824362979352337,0.02361111111111125,-0.1300241987841586,-0.07866001137656428,-0.11961564277588163
tradable_next_close_confirm,9910,2026-01-07,bull,0.4,-0.0818965517241379,1.2568739130569828,0.004716981132075526,-0.08426483233018056,-0.07594345794392518,-0.12734532710280375
tradable_next_close_confirm,1319,2025-06-23,range,1.0,-0.09502262443438914,1.1372980523023464,0.018329938900203624,-0.16805324459234616,-0.07351169154228851,-0.000874875621890459
tradable_next_close_confirm,6901,2026-03-12,bull,0.285714285714285,-0.08176100628930827,1.1962179515864628,0.0034364261168384758,-0.09723295718039882,-0.07251666666666665,-0.07585000000000006
tradable_next_close_confirm,3529,2025-11-05,range,0.38461538461538464,-0.08430913348946134,0.9311248774822355,0.005141388174807249,-0.06793802145411199,-0.07111806526806527,-0.05480104895104896
tradable_next_close_confirm,6890,2025-08-12,bull,0.6666666666666666,-0.07561436672967858,2.1029416878707594,0.016632016632016633,-0.10619630780478895,-0.069978256513026,-0.1521425851703407
tradable_next_close_confirm,2457,2025-06-23,range,0.8999999999999986,-0.07936507936507942,0.7266825996070334,0.007444168734491496,-0.08424495319724823,-0.06952924528301871,-0.001133018867924474
tradable_next_close_confirm,6235,2026-03-24,range,0.40000000000000163,-0.08121330724070452,0.4087868379047441,0.010764262648008671,-0.08358951837212703,-0.06906243523316055,-0.09082409326424876
tradable_next_close_confirm,4164,2026-01-07,bull,0.7999999999999972,-0.08355091383811997,1.405318983472531,0.0014265335235379428,-0.06964415877012786,-0.06876834002677376,-0.1263319277108433
tradable_next_close_confirm,4562,2025-09-04,bull,0.039999999999997725,-0.07020872865275152,0.6053285357192354,0.0,-0.0698115893882586,-0.06784186991869931,-0.12170365853658546
tradable_next_close_confirm,4763,2025-07-03,bull,0.9687499999999996,-0.8986607142857143,4.374200488254776,0.031818181818181746,-0.8760883211878053,-0.06735341685649196,-0.1094946469248291
tradable_next_close_confirm,5392,2026-02-06,range,0.5588235294117636,-0.10887949260042284,0.2842493369620198,0.02058111380145289,-0.11852355309248719,-0.06693597285067873,-0.12123461538461541
tradable_next_close_confirm,6643,2025-09-26,range,0.7391304347826086,-0.08775510204081638,1.359117542877301,0.009029345372460584,-0.08439164276935684,-0.06609096385542165,-0.11099786418400878
tradable_next_close_confirm,3708,2025-11-19,bear,1.0,-0.13725490196078427,0.6581835197650872,0.037735849056603765,-0.07814791535721766,-0.06548302752293575,-0.0379600917431193
tradable_next_close_confirm,2409,2025-11-05,range,0.6666666666666676,-0.09578544061302685,1.0878189316420648,0.012875536480686733,-0.09491850431447735,-0.06492172995780585,-0.00585
tradable_next_close_confirm,3055,2026-03-04,range,0.2857142857142859,-0.07634730538922152,0.8416462028683349,0.02321724709784423,-0.08889545186060244,-0.06448708399366085,-0.09776759112519814
