ticker,name,season,side,entry_date,entry_close,exit_date,exit_close,exit_reason,days_held,return_pct,censored,max_dd_pct,kline_k1,kline_k2,kline_any
6838,台新藥,立夏,long,2026-01-15,29.75,2026-01-21,29.3,season_change,6,-1.5126050420168042,False,-8.739495798319332,False,False,False
6838,台新藥,盛夏,long,2026-01-16,29.5,2026-01-21,29.3,season_change,5,-0.6779661016949128,False,-1.694915254237288,False,False,False
6861,睿生光電,立夏,long,2026-01-05,66.3,2026-01-12,65.7,season_change,7,-0.9049773755656024,False,-3.469079939668171,False,False,False
6861,睿生光電,盛夏,long,2026-01-06,68.6,2026-01-12,65.7,season_change,6,-4.227405247813399,False,-6.559766763848398,False,False,False
6861,睿生光電,秋,short,2026-04-20,177.5,2026-04-21,195.0,new_high,1,-9.859154929577464,False,-11.267605633802818,False,False,False
7728,光焱科技,秋,short,2026-03-13,770.0,2026-03-16,710.0,season_change,3,7.792207792207792,False,-9.87012987012987,False,False,False
7728,光焱科技,秋,short,2026-05-04,736.0,2026-05-05,809.0,new_high,1,-9.918478260869565,False,-4.755434782608696,False,False,False
7744,崴寶,秋,short,2026-02-06,363.0,2026-02-09,389.0,new_high,3,-7.162534435261708,False,-11.983471074380166,False,False,False
7792,安葆,秋,short,2026-04-10,359.0,2026-04-13,354.0,season_change,3,1.392757660167131,False,-4.596100278551532,False,False,False
8028,昇陽半導體,立夏,long,2026-03-13,189.0,2026-03-24,181.5,season_change,11,-3.968253968253968,False,-10.846560846560847,False,False,False
